Date,Open,High,Low,Close,Adj Close,Volume,Days
2016-09-21,135.839996,136.710007,135.110001,136.529999,113.279472,73800,646
2016-09-22,136.940002,137.899994,136.940002,137.759995,114.300026,77400,647
2016-09-23,137.649994,137.75,137.070007,137.080002,113.735832,198400,648
2016-09-26,136.779999,136.809998,135.850006,135.940002,112.789963,174100,649
2016-09-27,136.100006,136.860001,135.190002,136.509995,113.262878,115200,650
2016-09-28,136.809998,137,136.059998,136.690002,113.412224,70500,651
2016-09-29,136.729996,136.740005,135.410004,135.559998,112.474655,142400,652
2016-09-30,136.059998,137.309998,136.059998,136.880005,113.569878,133800,653
2016-10-03,136.679993,136.699997,135.869995,136.130005,112.947617,123600,654
2016-10-04,136.199997,136.199997,134.779999,134.970001,111.985138,196100,655
2016-10-05,135.259995,135.309998,134.619995,134.889999,111.918747,122500,656
2016-10-06,134.580002,135.479996,134.25,135.100006,112.093002,121700,657
2016-10-07,135.220001,135.300003,133.850006,134.820007,111.860703,107500,658
2016-10-10,134.820007,135.509995,134.559998,134.889999,111.918747,195200,659
2016-10-11,134.770004,134.889999,133.679993,134.089996,111.25499,105000,660
2016-10-12,134.300003,135.110001,134.149994,134.779999,111.827499,91500,661
2016-10-13,134.220001,135.100006,133.860001,134.699997,111.761124,83700,662
2016-10-14,134.919998,135.399994,134.770004,134.850006,111.885559,97300,663
2016-10-17,134.850006,134.979996,134.259995,134.279999,111.412659,85700,664
2016-10-18,134.889999,135.279999,134.740005,134.759995,111.810883,67100,665
2016-10-19,134.75,134.75,133.789993,134.029999,111.205223,85100,666
2016-10-20,134.210007,134.339996,133.570007,133.800003,111.014397,64400,667
2016-10-21,134.149994,134.630005,134.020004,134.479996,111.57859,74600,668
2016-10-24,134.809998,135.729996,134.809998,135.389999,112.333595,87000,669
2016-10-25,136.009995,136.110001,135.729996,135.800003,112.67379,107300,670
2016-10-26,135.789993,136.110001,135.440002,135.630005,112.532776,95000,671
2016-10-27,135.75,136.009995,134.740005,134.910004,111.935349,62800,672
2016-10-28,134.789993,136,134.789993,135.580002,112.491241,85100,673
2016-10-31,135.600006,136.130005,135.600006,135.809998,112.682098,57600,674
2016-11-01,135.940002,136.130005,134.839996,135.229996,112.200867,121700,675
2016-11-02,134.949997,135.610001,134.949997,134.979996,111.993439,137100,676
2016-11-03,135.220001,135.220001,133.779999,133.979996,111.163742,67200,677
2016-11-04,133.720001,133.830002,132.619995,132.660004,110.068512,93800,678
2016-11-07,133.660004,134.990005,133.660004,134.990005,112.001724,91200,679
2016-11-08,133.990005,136.029999,133.740005,135.660004,112.557632,82500,680
2016-11-09,131.649994,134.330002,131.649994,133.979996,111.163742,236000,681
2016-11-10,133.820007,133.820007,130.279999,130.5,108.276382,218800,682
2016-11-11,130.330002,130.759995,129.5,130.350006,108.151924,156500,683
2016-11-14,130.25,130.5,129.809998,130.240005,108.060654,235800,684
2016-11-15,130.580002,131.270004,130.410004,131.199997,108.857162,201200,685
2016-11-16,131.309998,131.679993,130.740005,131.300003,108.940125,170100,686
2016-11-17,131.089996,131.259995,130.5,131.089996,108.765892,113800,687
2016-11-18,130.970001,131.149994,130.490005,130.679993,108.425713,131000,688
2016-11-21,131.100006,131.600006,130.360001,131.600006,109.189041,156600,689
2016-11-22,131.929993,132.360001,131.869995,132.179993,109.670265,164000,690
2016-11-23,131.720001,132.059998,131.289993,131.399994,109.023109,108200,691
2016-11-25,131.710007,132.460007,131.710007,132.429993,109.877693,74400,692
2016-11-28,132.360001,132.839996,132.119995,132.630005,110.043633,125000,693
2016-11-29,132.669998,132.929993,132.449997,132.740005,110.134895,83900,694
2016-11-30,132.389999,132.550003,130.710007,130.710007,108.4506,184800,695
2016-12-01,130.729996,130.729996,129.240005,129.740005,107.645798,207300,696
2016-12-02,130.110001,130.740005,130.100006,130.619995,108.375931,199000,697
2016-12-05,130.919998,131.089996,130.639999,130.929993,108.633102,184800,698
2016-12-06,131.139999,131.380005,130.919998,131.369995,108.998199,165300,699
2016-12-07,131.399994,133.369995,131.399994,133.220001,110.533157,139900,700
2016-12-08,133,133.389999,132.649994,132.869995,110.242767,192000,701
2016-12-09,133.029999,134.740005,133.029999,134.679993,111.744507,118700,702
2016-12-12,134.350006,135.320007,134.350006,135.160004,112.142807,155400,703
2016-12-13,135.279999,136,135.160004,135.660004,112.557632,205300,704
2016-12-14,134.889999,135.25,133.009995,133.350006,111.436188,200200,705
2016-12-15,133.320007,134.330002,132.949997,134.020004,111.996086,143000,706
2016-12-16,134.369995,134.779999,134.110001,134.710007,112.57267,119200,707
2016-12-19,134.850006,135.149994,134.600006,134.970001,112.789963,155100,708
2016-12-20,134.820007,134.869995,134.330002,134.789993,112.639534,297700,709
2016-12-21,134.809998,135.440002,134.789993,134.789993,112.639534,103900,710
2016-12-22,134.600006,134.789993,134.300003,134.570007,112.455688,96400,711
2016-12-23,134.380005,134.869995,134.380005,134.809998,112.656258,63500,712
2016-12-27,134.779999,135.059998,134.690002,134.820007,112.664612,105800,713
2016-12-28,134.850006,134.919998,134,134.080002,112.046188,86900,714
2016-12-29,134.100006,134.679993,134.100006,134.559998,112.447334,97100,715
2016-12-30,134.720001,134.720001,133.690002,133.990005,111.970978,138100,716
2017-01-03,134.470001,134.479996,133.759995,134.429993,112.338692,173000,717
2017-01-04,134.669998,135.160004,134.600006,134.639999,112.514198,179300,718
2017-01-05,134.630005,135.059998,134.160004,134.880005,112.714729,142500,719
2017-01-06,134.830002,135.110001,134.25,134.830002,112.672974,121700,720
2017-01-09,134.479996,134.479996,133.779999,133.929993,111.920853,138900,721
2017-01-10,133.820007,133.910004,133.039993,133.199997,111.310814,131800,722
2017-01-11,133.160004,133.660004,133.059998,133.479996,111.544823,130400,723
2017-01-12,133.289993,133.529999,133.119995,133.440002,111.51136,97000,724
2017-01-13,133.330002,133.490005,133.119995,133.419998,111.494667,108500,725
2017-01-17,133.470001,135.119995,133.470001,135.070007,112.873497,189800,726
2017-01-18,135.169998,135.600006,135.100006,135.559998,113.28299,86700,727
2017-01-19,135.490005,135.490005,134.699997,135,112.815018,111700,728
2017-01-20,135.600006,136.309998,135.169998,135.779999,113.466843,114700,729
2017-01-23,135.440002,135.679993,135.25,135.580002,113.299736,447600,730
2017-01-24,135.820007,136.710007,135.779999,136.550003,114.110306,91800,731
2017-01-25,136.830002,137.169998,136.639999,136.669998,114.210602,119100,732
2017-01-26,136.610001,136.740005,136.050003,136.100006,113.734283,90400,733
2017-01-27,136,136.009995,134.910004,135.240005,113.015572,123400,734
2017-01-30,135.100006,135.240005,134.699997,135.149994,112.940376,115700,735
2017-01-31,135.039993,135.75,135.039993,135.75,113.44178,139400,736
2017-02-01,135.279999,135.5,134.699997,134.889999,112.723106,127800,737
2017-02-02,135.5,136.360001,135.5,135.910004,113.575462,127700,738
2017-02-03,136.339996,137.119995,136.190002,136.630005,114.17717,89200,739
2017-02-06,136.669998,136.669998,135.970001,135.979996,113.633972,90300,740
2017-02-07,136.270004,137.240005,136.179993,137.100006,114.569916,105500,741
2017-02-08,137.100006,137.699997,136.919998,137.600006,114.98777,132400,742
2017-02-09,137.570007,138.419998,137.259995,138.289993,115.564346,70200,743
2017-02-10,138.289993,138.529999,137.910004,138.259995,115.539276,102200,744
2017-02-13,138.610001,138.610001,137.960007,138.300003,115.572716,98600,745
2017-02-14,138.009995,138.520004,137.490005,138.389999,115.647926,92000,746
2017-02-15,138.410004,139.710007,138.410004,139.589996,116.650742,108700,747
2017-02-16,139.539993,140.050003,138.800003,139.520004,116.592232,81000,748
2017-02-17,139.160004,140.429993,139.160004,140.389999,117.319252,107600,749
2017-02-21,140.830002,141.919998,140.669998,141.690002,118.405655,515400,750
2017-02-22,141.630005,141.729996,141.300003,141.589996,118.322083,109200,751
2017-02-23,141.779999,142.360001,141.570007,141.75,118.455765,80800,752
2017-02-24,141.610001,142.369995,141.350006,142.279999,118.898674,110700,753
2017-02-27,142.110001,142.110001,141.380005,141.610001,118.338768,84900,754
2017-02-28,141.399994,142.149994,141.399994,141.800003,118.497543,407100,755
2017-03-01,141.979996,142.800003,141.830002,142.460007,119.049126,88100,756
2017-03-02,142.490005,142.690002,142.210007,142.380005,118.982231,66200,757
2017-03-03,142.119995,142.210007,141.300003,141.809998,118.505913,106800,758
2017-03-06,141.419998,141.419998,141.039993,141.25,118.037964,96300,759
2017-03-07,140.940002,141.279999,140.860001,140.949997,117.787216,122100,760
2017-03-08,140.759995,140.899994,140.509995,140.639999,117.528191,59200,761
2017-03-09,140.610001,141.080002,140.589996,140.889999,117.737137,53800,762
2017-03-10,141.509995,141.669998,141.139999,141.559998,118.296982,48900,763
2017-03-13,141.539993,141.720001,141.240005,141.580002,118.313698,62800,764
2017-03-14,141.460007,141.679993,141.160004,141.360001,118.12989,58800,765
2017-03-15,141.389999,142.789993,141.389999,142.449997,119.040733,142300,766
2017-03-16,142.320007,142.589996,142.279999,142.529999,119.107582,93100,767
2017-03-17,142.850006,143.25,142.490005,142.490005,119.074173,69300,768
2017-03-20,142.509995,142.800003,142.330002,142.559998,119.132652,77200,769
2017-03-21,142.729996,142.919998,142.25,142.279999,118.898674,101500,770
2017-03-22,142.369995,142.699997,141.860001,142.190002,118.823456,99200,771
2017-03-23,142.029999,142.580002,141.729996,141.880005,118.564423,72300,772
2017-03-24,141.210007,141.210007,140.369995,140.820007,118.374428,84900,773
2017-03-27,140.300003,140.809998,140.160004,140.639999,118.223122,71100,774
2017-03-28,140.529999,141.309998,140.350006,141.110001,118.618248,63700,775
2017-03-29,141.100006,141.479996,140.830002,141.350006,118.819969,69500,776
2017-03-30,141.350006,141.380005,140.899994,140.960007,118.492104,92000,777
2017-03-31,140.929993,141.179993,140.639999,140.639999,118.223122,332600,778
2017-04-03,140.660004,140.990005,140.149994,140.440002,118.054993,297700,779
2017-04-04,140.5,140.649994,140.139999,140.649994,118.231506,58600,780
2017-04-05,140.809998,141.350006,140.259995,140.460007,118.071823,64900,781
2017-04-06,140.509995,140.789993,140.360001,140.520004,118.122238,62200,782
2017-04-07,140.520004,141.139999,140.5,140.800003,118.357597,137200,783
2017-04-10,140.990005,141.490005,140.669998,141.240005,118.727509,66400,784
2017-04-11,141.199997,141.360001,140.889999,141.339996,118.811546,55900,785
2017-04-12,141.309998,141.929993,141.300003,141.850006,119.240265,65500,786
2017-04-13,141.820007,141.839996,141.139999,141.190002,118.685455,117600,787
2017-04-17,141.279999,142.100006,141.279999,142.100006,119.450439,56500,788
2017-04-18,141.990005,143.179993,141.990005,142.779999,120.021996,74400,789
2017-04-19,142.990005,143.050003,142.039993,142.229996,119.559692,77500,790
2017-04-20,141.899994,142.279999,141.619995,141.960007,119.332748,64600,791
2017-04-21,141.889999,142,141.589996,141.589996,119.02169,60700,792
2017-04-24,142.289993,143.089996,142.240005,142.880005,120.106102,73200,793
2017-04-25,142.979996,143.639999,142.979996,143.460007,120.593651,96800,794
2017-04-26,143.539993,143.539993,142.369995,142.429993,119.727806,71800,795
2017-04-27,142.449997,142.690002,142.020004,142.210007,119.54287,55000,796
2017-04-28,142.190002,142.190002,141.539993,142.160004,119.500847,63900,797
2017-05-01,142.25,142.25,141.440002,141.440002,118.895599,275500,798
2017-05-02,141.440002,141.520004,140.449997,140.539993,118.139061,95900,799
2017-05-03,140.559998,140.710007,140.169998,140.550003,118.147507,54300,800
2017-05-04,140.779999,142.080002,140.779999,141.539993,118.97966,62900,801
2017-05-05,141.770004,141.940002,141.460007,141.940002,119.315903,92400,802
2017-05-08,141.919998,141.979996,141.559998,141.850006,119.240265,53300,803
2017-05-09,142.020004,142.220001,141.130005,141.279999,118.761124,64600,804
2017-05-10,141.369995,141.589996,141.059998,141.559998,118.99649,59100,805
2017-05-11,141.429993,141.649994,141.059998,141.619995,119.046921,65300,806
2017-05-12,141.669998,141.669998,141.199997,141.279999,118.761124,53500,807
2017-05-15,141.25,141.889999,141.210007,141.850006,119.240265,72100,808
2017-05-16,142.059998,142.270004,141.479996,141.570007,119.004898,56500,809
2017-05-17,141.300003,141.75,141.050003,141.25,118.735916,76300,810
2017-05-18,141.300003,141.610001,140.880005,141.229996,118.719063,63800,811
2017-05-19,141.350006,142.279999,141.25,142.009995,119.374756,65000,812
2017-05-22,142.279999,143.119995,142.160004,142.899994,120.122902,89000,813
2017-05-23,143.100006,143.679993,143.089996,143.160004,120.341469,83600,814
2017-05-24,143.199997,143.889999,143.119995,143.800003,120.879402,123900,815
2017-05-25,144.089996,144.960007,144,144.699997,121.636017,99500,816
2017-05-26,144.809998,145.130005,144.740005,145.100006,121.972206,80400,817
2017-05-30,144.850006,145.050003,144.509995,144.979996,121.871368,55200,818
2017-05-31,145.100006,145.710007,145.100006,145.289993,122.131935,83400,819
2017-06-01,145.429993,146.580002,145.130005,146.539993,123.182693,204600,820
2017-06-02,146.899994,147.089996,146.339996,146.979996,123.55262,85600,821
2017-06-05,146.919998,147.119995,146.399994,147.119995,123.670296,52900,822
2017-06-06,146.919998,146.949997,146.380005,146.589996,123.224739,60200,823
2017-06-07,146.589996,146.770004,146.320007,146.570007,123.207954,92900,824
2017-06-08,146.479996,146.479996,145.259995,145.589996,122.384125,90900,825
2017-06-09,145.589996,145.729996,145.110001,145.529999,122.333694,81700,826
2017-06-12,145.839996,146.020004,145.199997,145.399994,122.224403,80800,827
2017-06-13,145.649994,145.800003,144.869995,145.649994,122.434555,77500,828
2017-06-14,146.259995,146.830002,146.119995,146.559998,123.199539,86200,829
2017-06-15,145.889999,146.339996,145.320007,146.130005,122.838081,64200,830
2017-06-16,145.139999,145.139999,143.320007,144.589996,121.543495,139300,831
2017-06-19,144.860001,145.279999,144,145.25,122.09832,79700,832
2017-06-20,145.419998,145.419998,144.610001,144.660004,121.602356,80200,833
2017-06-21,144.770004,144.889999,144.089996,144.160004,121.182053,49100,834
2017-06-22,144.149994,144.149994,143.270004,143.330002,120.484352,60400,835
2017-06-23,143.320007,143.779999,143.279999,143.360001,120.509575,104700,836
2017-06-26,143.690002,144.389999,143.690002,144.050003,121.089615,75000,837
2017-06-27,143.899994,143.899994,142.720001,142.740005,119.988411,132800,838
2017-06-28,142.279999,142.860001,142.220001,142.259995,120.460052,73600,839
2017-06-29,142.199997,142.199997,140.179993,140.610001,119.062881,117200,840
2017-06-30,141.029999,141.449997,140.970001,141.020004,119.410072,51400,841
2017-07-03,141.330002,141.669998,140.860001,140.910004,119.316933,154800,842
2017-07-05,141.339996,141.339996,140.520004,140.600006,119.05442,90600,843
2017-07-06,140.5,140.550003,139.759995,139.809998,118.385483,90400,844
2017-07-07,139.970001,140.25,139.509995,139.850006,118.41935,106600,845
2017-07-10,139.800003,139.800003,138.669998,138.869995,117.589516,139600,846
2017-07-11,138.699997,138.910004,138.080002,138.399994,117.191566,108100,847
2017-07-12,139.080002,139.759995,139.080002,139.199997,117.868973,76200,848
2017-07-13,139.369995,139.539993,139.130005,139.320007,117.970566,64600,849
2017-07-14,139.660004,140.529999,139.660004,140.289993,118.791901,57000,850
2017-07-17,140.360001,140.660004,140.160004,140.470001,118.944359,146900,851
2017-07-18,140.479996,140.720001,140.300003,140.509995,118.97821,125600,852
2017-07-19,140.580002,141.089996,140.399994,141.070007,119.4524,109500,853
2017-07-20,141.009995,141.589996,140.800003,141.160004,119.528595,61100,854
2017-07-21,140.910004,141.539993,140.639999,141.470001,119.791138,70600,855
2017-07-24,141.460007,141.470001,141,141.110001,119.48629,240900,856
2017-07-25,141.529999,142.25,141.410004,142.220001,120.426201,94700,857
2017-07-26,142.139999,142.309998,141.740005,142.009995,120.24836,73500,858
2017-07-27,141.259995,143.199997,141.259995,143.139999,121.205177,80900,859
2017-07-28,143.009995,143.259995,140.25,142,120.239891,115900,860
2017-07-31,141.619995,142.199997,141.5,141.899994,120.155197,147200,861
2017-08-01,142.139999,142.339996,141.660004,141.699997,119.98587,191600,862
2017-08-02,141.600006,141.679993,140.940002,141.589996,119.892723,92800,863
2017-08-03,141.509995,142.119995,141.229996,141.339996,119.68103,57900,864
2017-08-04,141.589996,141.589996,140.740005,140.940002,119.342316,62100,865
2017-08-07,140.979996,142.050003,140.979996,141.960007,120.206039,74100,866
2017-08-08,141.789993,142,141.350006,141.419998,119.748779,88100,867
2017-08-09,141.270004,141.660004,141.100006,141.570007,119.875793,142900,868
2017-08-10,141.289993,141.600006,140.5,140.970001,119.367737,62600,869
2017-08-11,141,141.660004,140.970001,141.119995,119.494736,400400,870
2017-08-14,141.479996,142.240005,141.479996,141.830002,120.095917,73600,871
2017-08-15,142.110001,142.649994,141.919998,142.470001,120.637833,120900,872
2017-08-16,142.580002,143.169998,142.580002,142.889999,120.99353,78700,873
2017-08-17,142.589996,143.119995,141.559998,141.600006,119.901199,142100,874
2017-08-18,141.479996,141.570007,140.990005,141.119995,119.494736,63300,875
2017-08-21,141.160004,141.940002,141.119995,141.679993,119.968941,168700,876
2017-08-22,141.710007,142.070007,141.589996,141.929993,120.180618,56200,877
2017-08-23,141.589996,141.770004,141.320007,141.410004,119.740288,49100,878
2017-08-24,141.490005,141.490005,139.410004,139.559998,118.17379,117800,879
2017-08-25,139.949997,140.440002,139.880005,139.880005,118.444748,55600,880
2017-08-28,139.940002,139.990005,139.100006,139.479996,118.106064,84700,881
2017-08-29,139.300003,140.020004,139.289993,139.919998,118.47863,62300,882
2017-08-30,139.830002,140.220001,139.75,140.070007,118.605644,55200,883
2017-08-31,140.070007,140.270004,139.899994,140.160004,118.681862,40700,884
2017-09-01,140.210007,140.759995,140.210007,140.699997,119.139137,65300,885
2017-09-05,140.619995,141,140.139999,140.889999,119.300011,201400,886
2017-09-06,141.080002,141.529999,140.789993,141.350006,119.689491,66600,887
2017-09-07,141.580002,141.779999,141.190002,141.690002,119.977417,47700,888
2017-09-08,141.410004,141.410004,140.470001,140.830002,119.249176,55500,889
2017-09-11,141.119995,141.919998,141.119995,141.720001,120.002777,74200,890
2017-09-12,141.729996,142.649994,141.690002,141.949997,120.197571,48300,891
2017-09-13,141.919998,142.589996,141.919998,142.039993,120.27375,67500,892
2017-09-14,142,142,141.389999,141.740005,120.019745,88600,893
2017-09-15,141.800003,142.149994,141.5,142.110001,120.333061,45800,894
2017-09-18,142.110001,142.520004,141.949997,142.270004,120.468521,53600,895
2017-09-19,142.449997,142.449997,141.679993,141.880005,120.138283,44200,896
2017-09-20,141.630005,141.639999,140,140.679993,119.122162,62000,897
2017-09-21,140.619995,140.619995,139.25,139.289993,117.94519,96500,898
2017-09-22,139.229996,139.580002,138.880005,138.960007,117.665733,76400,899
2017-09-25,139.110001,140,139.110001,139.929993,118.487106,116300,900
2017-09-26,140.050003,140.479996,139.820007,140.240005,118.749588,146000,901
2017-09-27,139.419998,139.429993,137.880005,138.589996,118.001175,157700,902
2017-09-28,138.520004,138.860001,138.380005,138.649994,118.052261,68600,903
2017-09-29,138.860001,138.960007,138.470001,138.559998,117.975601,269700,904
2017-10-02,138.660004,139.050003,138.309998,138.419998,117.85643,95400,905
2017-10-03,138.460007,138.770004,138.350006,138.449997,117.881981,146900,906
2017-10-04,138.339996,139.479996,138.020004,139,118.350258,157600,907
2017-10-05,139.360001,139.880005,139.350006,139.509995,118.784508,75000,908
2017-10-06,139.020004,139.020004,138.080002,138.300003,117.754242,74900,909
2017-10-09,138.380005,138.619995,137.539993,137.710007,117.251923,91100,910
2017-10-10,138.289993,139.270004,138.289993,139.029999,118.375816,121800,911
2017-10-11,139.039993,139.600006,139.039993,139.199997,118.520561,84200,912
2017-10-12,139.070007,139.970001,139.039993,139.830002,119.056961,188900,913
2017-10-13,140.139999,140.449997,140.059998,140.119995,119.303856,98400,914
2017-10-16,140.020004,140.279999,139.979996,140.210007,119.380501,83000,915
2017-10-17,139.889999,139.949997,139.300003,139.589996,118.852623,68200,916
2017-10-18,139.520004,139.679993,139.179993,139.429993,118.7164,72100,917
2017-10-19,139,139,138.369995,138.710007,118.103333,78800,918
2017-10-20,138.580002,138.580002,138.100006,138.520004,117.941574,107600,919
2017-10-23,138.75,139.050003,138.210007,138.330002,117.779785,94600,920
2017-10-24,138.320007,138.419998,137.75,137.869995,117.388145,252600,921
2017-10-25,137.789993,138.029999,136.699997,137.5,117.073105,109500,922
2017-10-26,138,138.580002,137.619995,137.619995,117.175278,94000,923
2017-10-27,137.220001,137.220001,136.279999,136.649994,116.349388,145600,924
2017-10-30,137.220001,137.220001,135.300003,135.320007,115.216965,108400,925
2017-10-31,135.940002,136.779999,135.940002,136.520004,116.238708,112900,926
2017-11-01,136.990005,137.389999,135.970001,136.899994,116.562225,115800,927
2017-11-02,136.770004,136.979996,136.110001,136.5,116.221642,114600,928
2017-11-03,136.410004,136.899994,136.339996,136.389999,116.128021,100100,929
2017-11-06,136.149994,136.149994,134.979996,135.039993,114.978554,129200,930
2017-11-07,134.979996,136.199997,134.839996,136.190002,115.957726,244900,931
2017-11-08,136.429993,137.699997,136.410004,137.660004,117.20932,85500,932
2017-11-09,137.360001,138.050003,137,137.610001,117.166763,436600,933
2017-11-10,137.399994,139.089996,137.399994,138.979996,118.333237,69200,934
2017-11-13,138.929993,140.229996,138.929993,139.630005,118.886673,80700,935
2017-11-14,139.449997,140.25,139.169998,140.149994,119.32943,67800,936
2017-11-15,139.869995,139.919998,138.660004,138.720001,118.11187,84200,937
2017-11-16,139.720001,141.220001,139.720001,140.789993,119.874367,138800,938
2017-11-17,140.410004,140.960007,140.029999,140.460007,119.593361,55100,939
2017-11-20,140.279999,140.770004,140.270004,140.460007,119.593361,48800,940
2017-11-21,140.619995,141.389999,140.5,140.789993,119.874367,82400,941
2017-11-22,141,141,140.410004,140.679993,119.780678,58400,942
2017-11-24,140.940002,141.100006,140.600006,140.600006,119.712563,30600,943
2017-11-27,140.600006,140.940002,140.539993,140.710007,119.806236,124500,944
2017-11-28,140.869995,141.970001,140.75,141.949997,120.862053,90200,945
2017-11-29,141.919998,143.320007,141.919998,142.830002,121.611244,87500,946
2017-11-30,143.380005,144.490005,143.039993,144.130005,122.718201,79300,947
2017-12-01,143.610001,144.440002,142.339996,144.350006,122.90551,95700,948
2017-12-04,144.880005,145.869995,144.360001,145.800003,124.14006,186200,949
2017-12-05,145.860001,146.089996,145,145.429993,123.825043,248300,950
2017-12-06,145.440002,146.220001,145.440002,146.210007,124.489143,79200,951
2017-12-07,145.139999,145.949997,144.919998,144.949997,123.416306,88200,952
2017-12-08,145.020004,145.350006,144.5,145.350006,123.756966,73700,953
2017-12-11,145.039993,145.289993,144.520004,145.229996,123.654732,82200,954
2017-12-12,145.300003,145.710007,144.860001,145.070007,123.518486,56300,955
2017-12-13,145.240005,146.169998,145.240005,145.779999,124.123024,96400,956
2017-12-14,144.75,144.929993,144.220001,144.259995,123.707985,78100,957
2017-12-15,145.089996,145.979996,145.089996,145.699997,124.942818,328800,958
2017-12-18,146.199997,146.940002,145.809998,145.899994,125.114319,157000,959
2017-12-19,146.630005,146.669998,145.979996,145.979996,125.182961,114700,960
2017-12-20,146.149994,146.270004,144.960007,145.809998,125.037148,146700,961
2017-12-21,146.25,146.369995,145.649994,145.779999,125.011421,69800,962
2017-12-22,146.229996,146.229996,145.899994,146.059998,125.251564,71100,963
2017-12-26,146.020004,146.669998,146.020004,146.309998,125.465935,52000,964
2017-12-27,146.470001,146.770004,146.070007,146.190002,125.363014,55400,965
2017-12-28,146.5,146.5,145.779999,146.119995,125.302994,84700,966
2017-12-29,146.149994,146.820007,146.039993,146.039993,125.23439,61800,967
2018-01-02,146.160004,146.320007,145.270004,145.320007,124.616982,183400,968
2018-01-03,145.419998,145.699997,145.149994,145.169998,124.48835,110700,969
2018-01-04,145.419998,146.25,145.389999,145.639999,124.891403,336000,970
2018-01-05,145.979996,146.220001,145.490005,146.130005,125.311569,113700,971
2018-01-08,146.160004,146.610001,146.009995,146.570007,125.688889,110500,972
2018-01-09,146.639999,146.850006,146.279999,146.360001,125.50882,162800,973
2018-01-10,145.949997,145.949997,144.649994,145.449997,124.728455,128600,974
2018-01-11,145.759995,145.839996,145.259995,145.5,124.771362,137500,975
2018-01-12,145.880005,146.199997,145.289993,145.479996,124.754204,101300,976
2018-01-16,146,146.779999,145.899994,146.169998,125.345886,157400,977
2018-01-17,146.699997,148.380005,146.699997,147.860001,126.795067,132900,978
2018-01-18,147.770004,147.979996,147.050003,147.330002,126.340622,89100,979
2018-01-19,147.850006,149.080002,147.850006,149.080002,127.841293,72600,980
2018-01-22,149.080002,150.210007,149.009995,150.210007,128.810287,113700,981
2018-01-23,149.770004,150.039993,149.080002,149.800003,128.458694,151400,982
2018-01-24,150.190002,150.199997,149.399994,150,128.630264,78200,983
2018-01-25,150.360001,150.779999,149.5,150.089996,128.707428,72100,984
2018-01-26,150,150.850006,149.669998,150.850006,129.359146,119900,985
2018-01-29,151.119995,151.289993,150.119995,150.119995,128.733124,139200,986
2018-01-30,149.309998,150.169998,148.809998,149.160004,127.90992,125100,987
2018-01-31,149.380005,149.639999,147.949997,148.539993,127.37825,201800,988
2018-02-01,147.919998,148.639999,147.5,147.889999,126.820839,119400,989
2018-02-02,147.25,147.410004,144.949997,144.970001,124.316849,124300,990
2018-02-05,144.449997,145,139.830002,139.889999,119.960556,206300,991
2018-02-06,137.720001,141.619995,136.729996,141.300003,121.169716,261500,992
2018-02-07,141.169998,143.169998,140.740005,140.740005,120.689484,124000,993
2018-02-08,141.119995,141.399994,137.789993,137.789993,118.159714,146700,994
2018-02-09,138.880005,139.089996,135.470001,138.089996,118.417,217900,995
2018-02-12,138.899994,140.119995,138.539993,139.429993,119.566086,125900,996
2018-02-13,139,140.380005,138.979996,139.979996,120.037758,77800,997
2018-02-14,139.440002,140.520004,138.729996,140.089996,120.132065,93700,998
2018-02-15,140.690002,142.220001,140.039993,142.220001,121.958626,98400,999
2018-02-16,142.339996,143.559998,141.800003,143,122.627457,87800,1000
2018-02-20,141.639999,141.639999,139.690002,139.889999,119.960556,101800,1001
2018-02-21,140.110001,140.449997,138.160004,138.160004,118.477028,123000,1002
2018-02-22,138.479996,139.5,138.229996,138.460007,118.734314,73800,1003
2018-02-23,138.639999,139.830002,138.369995,139.830002,119.909103,232500,1004
2018-02-26,140.130005,140.789993,139.690002,140.699997,120.655167,96000,1005
2018-02-27,140.880005,141.050003,138.869995,138.869995,119.085876,88400,1006
2018-02-28,139.419998,139.600006,137.490005,137.490005,117.902481,78900,1007
2018-03-01,136.970001,138.419998,136.050003,137.160004,117.619507,225900,1008
2018-03-02,136.300003,138.639999,136.300003,138.369995,118.657089,102200,1009
2018-03-05,137.869995,139.839996,137.869995,139.740005,119.831917,68500,1010
2018-03-06,139.820007,139.899994,138.759995,139.850006,119.926285,1269300,1011
2018-03-07,138.610001,139.169998,138.080002,138.699997,118.940079,87900,1012
2018-03-08,138.830002,139.830002,138.729996,139.809998,119.89196,65600,1013
2018-03-09,140.330002,140.720001,139.759995,140.720001,120.672295,75600,1014
2018-03-12,140.860001,141.529999,140.350006,140.570007,120.543709,93300,1015
2018-03-13,141.059998,141.210007,140.259995,140.399994,120.397903,69300,1016
2018-03-14,140.770004,140.770004,138.770004,139,119.197334,64500,1017
2018-03-15,138.979996,139.369995,137.610001,137.949997,118.296936,118900,1018
2018-03-16,137.419998,138.179993,137.419998,137.619995,118.474266,82100,1019
2018-03-19,137.270004,137.669998,135.869995,136.300003,117.337929,151900,1020
2018-03-20,136.429993,136.820007,135.529999,135.880005,116.976334,77800,1021
2018-03-21,135.509995,135.740005,134.110001,134.389999,115.693657,204100,1022
2018-03-22,134.009995,134.929993,133.139999,133.149994,114.626137,146400,1023
2018-03-23,133.5,134.130005,131.460007,131.559998,113.257332,251100,1024
2018-03-26,132.639999,133.520004,132.130005,133.369995,114.815552,423900,1025
2018-03-27,133.630005,134.660004,132.800003,133.320007,114.772514,96800,1026
